location,vaccine,total_vaccinations
United States,Moderna,118904886
United States,Pfizer/BioNTech,150342238
United States,Johnson&Johnson,10051548
United States,Moderna,119668669
United States,Pfizer/BioNTech,151668003
United States,Johnson&Johnson,10163242
United States,Moderna,120493252
United States,Pfizer/BioNTech,153075845
United States,Johnson&Johnson,10265423
United States,Moderna,121125577
United States,Pfizer/BioNTech,154119424
United States,Johnson&Johnson,10323402
United States,Moderna,121500687
United States,Pfizer/BioNTech,154856445
United States,Johnson&Johnson,10381859
United States,Moderna,121801185
United States,Pfizer/BioNTech,155394989
United States,Johnson&Johnson,10463078
United States,Moderna,122339269
United States,Pfizer/BioNTech,156197160
United States,Johnson&Johnson,10539494
United States,Moderna,122947136
United States,Pfizer/BioNTech,157023465
United States,Johnson&Johnson,10621136
United States,Moderna,123479196
United States,Pfizer/BioNTech,157783315
United States,Johnson&Johnson,10710816
United States,Moderna,124067556
United States,Pfizer/BioNTech,158708623
United States,Johnson&Johnson,10776617
United States,Moderna,124520914
United States,Pfizer/BioNTech,159412031
United States,Johnson&Johnson,10858664
United States,Moderna,125016707
United States,Pfizer/BioNTech,160309262
United States,Johnson&Johnson,10889478
United States,Moderna,125201557
United States,Pfizer/BioNTech,160601395
United States,Johnson&Johnson,10939901
United States,Moderna,125508313
United States,Pfizer/BioNTech,161050513
United States,Johnson&Johnson,11014773
United States,Moderna,125990795
United States,Pfizer/BioNTech,161890897
United States,Johnson&Johnson,11077735
United States,Moderna,126359399
United States,Pfizer/BioNTech,162606119
United States,Johnson&Johnson,11143068
United States,Moderna,126756059
United States,Pfizer/BioNTech,163512789
United States,Johnson&Johnson,11194685
United States,Moderna,127058512
United States,Pfizer/BioNTech,164371746
United States,Johnson&Johnson,11245388
United States,Moderna,127310797
United States,Pfizer/BioNTech,165140239
United States,Johnson&Johnson,11296014
United States,Moderna,127513151
United States,Pfizer/BioNTech,165715523
United States,Johnson&Johnson,11346781
United States,Moderna,127759347
United States,Pfizer/BioNTech,166351326
United States,Johnson&Johnson,11383522
United States,Moderna,127990366
United States,Pfizer/BioNTech,166905188
United States,Johnson&Johnson,11457011
United States,Moderna,128444425
United States,Pfizer/BioNTech,167978845
United States,Johnson&Johnson,11517956
United States,Moderna,128785935
United States,Pfizer/BioNTech,168784549
United States,Johnson&Johnson,11606202
United States,Moderna,129191765
United States,Pfizer/BioNTech,169612045
United States,Johnson&Johnson,11666437
United States,Moderna,129501089
United States,Pfizer/BioNTech,170482950
United States,Johnson&Johnson,11714877
United States,Moderna,129788011
United States,Pfizer/BioNTech,171175575
United States,Johnson&Johnson,11812739
United States,Moderna,130359975
United States,Pfizer/BioNTech,172556760
United States,Johnson&Johnson,11871036
United States,Moderna,130656013
United States,Pfizer/BioNTech,173280164
United States,Johnson&Johnson,11931392
United States,Moderna,130974892
United States,Pfizer/BioNTech,173968342
United States,Johnson&Johnson,11986595
United States,Moderna,131213452
United States,Pfizer/BioNTech,174521867
United States,Johnson&Johnson,12015721
United States,Moderna,131372107
United States,Pfizer/BioNTech,174943983
United States,Johnson&Johnson,12047571
United States,Moderna,131557233
United States,Pfizer/BioNTech,175373929
United States,Johnson&Johnson,12090161
United States,Moderna,131761409
United States,Pfizer/BioNTech,175773690
United States,Johnson&Johnson,12139564
United States,Moderna,132013506
United States,Pfizer/BioNTech,176285416
United States,Johnson&Johnson,12169305
United States,Moderna,132058604
United States,Pfizer/BioNTech,176721071
United States,Johnson&Johnson,12213560
United States,Moderna,132335894
United States,Pfizer/BioNTech,177321630
United States,Johnson&Johnson,12256008
United States,Moderna,132647393
United States,Pfizer/BioNTech,178171003
United States,Johnson&Johnson,12291007
United States,Moderna,132904311
United States,Pfizer/BioNTech,178965469
United States,Johnson&Johnson,12322817
United States,Moderna,133089082
United States,Pfizer/BioNTech,179486976
United States,Johnson&Johnson,12405746
United States,Moderna,133514868
United States,Pfizer/BioNTech,180344997
United States,Johnson&Johnson,12470439
United States,Moderna,134076668
United States,Pfizer/BioNTech,181347436
United States,Johnson&Johnson,12510528
United States,Moderna,134263339
United States,Pfizer/BioNTech,181776100
United States,Johnson&Johnson,12581723
United States,Moderna,134627563
United States,Pfizer/BioNTech,182499540
United States,Johnson&Johnson,12617454
United States,Moderna,134803711
United States,Pfizer/BioNTech,182920075
United States,Johnson&Johnson,12646604
United States,Moderna,134973241
United States,Pfizer/BioNTech,183331181
United States,Johnson&Johnson,12668885
United States,Moderna,135107053
United States,Pfizer/BioNTech,183611750
United States,Johnson&Johnson,12708959
United States,Moderna,135297225
United States,Pfizer/BioNTech,184073920
United States,Johnson&Johnson,12751618
United States,Moderna,135477905
United States,Pfizer/BioNTech,184469317
United States,Johnson&Johnson,12791315
United States,Moderna,135643064
United States,Pfizer/BioNTech,184861169
United States,Johnson&Johnson,12825967
United States,Moderna,135804688
United States,Pfizer/BioNTech,185249718
United States,Johnson&Johnson,12850062
United States,Moderna,135916829
United States,Pfizer/BioNTech,185562235
United States,Johnson&Johnson,12869516
United States,Moderna,136001959
United States,Pfizer/BioNTech,185798639
United States,Johnson&Johnson,12905099
United States,Moderna,136180712
United States,Pfizer/BioNTech,186127467
United States,Johnson&Johnson,12936594
United States,Moderna,136332425
United States,Pfizer/BioNTech,186509204
United States,Johnson&Johnson,12966602
United States,Moderna,136483277
United States,Pfizer/BioNTech,186875936
United States,Johnson&Johnson,13003099
United States,Moderna,136648062
United States,Pfizer/BioNTech,187306773
United States,Johnson&Johnson,13026794
United States,Moderna,136777777
United States,Pfizer/BioNTech,187652680
United States,Johnson&Johnson,13046033
United States,Moderna,136915879
United States,Pfizer/BioNTech,188001345
United States,Johnson&Johnson,13060192
United States,Moderna,136952878
United States,Pfizer/BioNTech,188194066
United States,Johnson&Johnson,13092976
United States,Moderna,137121107
United States,Pfizer/BioNTech,188601917
United States,Johnson&Johnson,13126443
United States,Moderna,137291239
United States,Pfizer/BioNTech,189056672
United States,Johnson&Johnson,13158442
United States,Moderna,137451139
United States,Pfizer/BioNTech,189462460
United States,Johnson&Johnson,13191298
United States,Moderna,137610667
United States,Pfizer/BioNTech,189943803
United States,Johnson&Johnson,13228307
United States,Moderna,137826515
United States,Pfizer/BioNTech,190468171
United States,Johnson&Johnson,13242865
United States,Moderna,137928681
United States,Pfizer/BioNTech,190744361
United States,Johnson&Johnson,13257878
United States,Moderna,138031642
United States,Pfizer/BioNTech,191021446
United States,Johnson&Johnson,13293282
United States,Moderna,138257663
United States,Pfizer/BioNTech,191510953
United States,Johnson&Johnson,13329001
United States,Moderna,138456874
United States,Pfizer/BioNTech,191983572
United States,Johnson&Johnson,13371560
United States,Moderna,138692320
United States,Pfizer/BioNTech,192560134
United States,Johnson&Johnson,13408923
United States,Moderna,138883719
United States,Pfizer/BioNTech,193041050
United States,Johnson&Johnson,13446195
United States,Moderna,139105757
United States,Pfizer/BioNTech,193596180
United States,Johnson&Johnson,13464026
United States,Moderna,139225808
United States,Pfizer/BioNTech,193925677
United States,Johnson&Johnson,13479802
United States,Moderna,139335403
United States,Pfizer/BioNTech,194252771
United States,Johnson&Johnson,13515943
United States,Moderna,139513845
United States,Pfizer/BioNTech,194761251
United States,Johnson&Johnson,13557377
United States,Moderna,139742533
United States,Pfizer/BioNTech,195351697
United States,Johnson&Johnson,13596515
United States,Moderna,139969467
United States,Pfizer/BioNTech,195903754
United States,Johnson&Johnson,13639573
United States,Moderna,140189704
United States,Pfizer/BioNTech,196477868
United States,Johnson&Johnson,13674107
United States,Moderna,140388709
United States,Pfizer/BioNTech,197016306
United States,Johnson&Johnson,13691100
United States,Moderna,140520517
United States,Pfizer/BioNTech,197399471
United States,Johnson&Johnson,13711856
United States,Moderna,140678574
United States,Pfizer/BioNTech,197837608
United States,Johnson&Johnson,13746323
United States,Moderna,140845833
United States,Pfizer/BioNTech,198288731
United States,Johnson&Johnson,13784136
United States,Moderna,141011089
United States,Pfizer/BioNTech,198736053
United States,Johnson&Johnson,13823462
United States,Moderna,141231218
United States,Pfizer/BioNTech,199392855
United States,Johnson&Johnson,13865764
United States,Moderna,141484707
United States,Pfizer/BioNTech,200086401
United States,Johnson&Johnson,13892386
United States,Moderna,141656626
United States,Pfizer/BioNTech,200551649
United States,Johnson&Johnson,13921901
United States,Moderna,141882801
United States,Pfizer/BioNTech,201153708
United States,Johnson&Johnson,13940856
United States,Moderna,142042199
United States,Pfizer/BioNTech,201577973
United States,Johnson&Johnson,13973354
United States,Moderna,142239152
United States,Pfizer/BioNTech,202051500
United States,Johnson&Johnson,14011758
United States,Moderna,142536887
United States,Pfizer/BioNTech,202736783
United States,Johnson&Johnson,14050126
United States,Moderna,142827859
United States,Pfizer/BioNTech,203416431
United States,Johnson&Johnson,14099089
United States,Moderna,143147929
United States,Pfizer/BioNTech,204095863
United States,Johnson&Johnson,14130274
United States,Moderna,143433946
United States,Pfizer/BioNTech,204750908
United States,Johnson&Johnson,14144305
United States,Moderna,143604049
United States,Pfizer/BioNTech,205176686
United States,Johnson&Johnson,14160458
United States,Moderna,143785747
United States,Pfizer/BioNTech,205626564
United States,Johnson&Johnson,14195895
United States,Moderna,144036513
United States,Pfizer/BioNTech,206265542
United States,Johnson&Johnson,14230266
United States,Moderna,144290127
United States,Pfizer/BioNTech,206901538
United States,Johnson&Johnson,14265931
United States,Moderna,144578104
United States,Pfizer/BioNTech,207646621
United States,Johnson&Johnson,14301768
United States,Moderna,144863997
United States,Pfizer/BioNTech,208396423
United States,Johnson&Johnson,14330970
United States,Moderna,145108915
United States,Pfizer/BioNTech,209073174
United States,Johnson&Johnson,14345660
United States,Moderna,145280750
United States,Pfizer/BioNTech,209579682
United States,Johnson&Johnson,14358641
United States,Moderna,145447491
United States,Pfizer/BioNTech,210054512
United States,Johnson&Johnson,14392613
United States,Moderna,145736021
United States,Pfizer/BioNTech,210798052
United States,Johnson&Johnson,14420976
United States,Moderna,145967563
United States,Pfizer/BioNTech,211373074
United States,Johnson&Johnson,14460971
United States,Moderna,146379359
United States,Pfizer/BioNTech,212319148
United States,Johnson&Johnson,14492832
United States,Moderna,146657321
United States,Pfizer/BioNTech,212979842
United States,Johnson&Johnson,14531824
United States,Moderna,147054366
United States,Pfizer/BioNTech,214049719
United States,Johnson&Johnson,14553296
United States,Moderna,147324654
United States,Pfizer/BioNTech,214716553
United States,Johnson&Johnson,14582801
United States,Moderna,147523191
United States,Pfizer/BioNTech,215153880
United States,Johnson&Johnson,14613451
United States,Moderna,147791051
United States,Pfizer/BioNTech,215801105
United States,Johnson&Johnson,14643267
United States,Moderna,148045563
United States,Pfizer/BioNTech,216417387
Uruguay,Oxford/AstraZeneca,0
Uruguay,Pfizer/BioNTech,0
Uruguay,Sinovac,372
Uruguay,Oxford/AstraZeneca,0
Uruguay,Pfizer/BioNTech,4
Uruguay,Sinovac,373
Uruguay,Oxford/AstraZeneca,1
Uruguay,Pfizer/BioNTech,7
Uruguay,Sinovac,18398
Uruguay,Oxford/AstraZeneca,2
Uruguay,Pfizer/BioNTech,25
Uruguay,Sinovac,33115
Uruguay,Oxford/AstraZeneca,2
Uruguay,Pfizer/BioNTech,32
Uruguay,Sinovac,54414
Uruguay,Oxford/AstraZeneca,2
Uruguay,Pfizer/BioNTech,36
Uruguay,Sinovac,63392
Uruguay,Oxford/AstraZeneca,2
Uruguay,Pfizer/BioNTech,42
Uruguay,Sinovac,72582
Uruguay,Oxford/AstraZeneca,4
Uruguay,Pfizer/BioNTech,43
Uruguay,Sinovac,72584
Uruguay,Oxford/AstraZeneca,4
Uruguay,Pfizer/BioNTech,51
Uruguay,Sinovac,72584
Uruguay,Oxford/AstraZeneca,5
Uruguay,Pfizer/BioNTech,53
Uruguay,Sinovac,100723
Uruguay,Oxford/AstraZeneca,6
Uruguay,Pfizer/BioNTech,62
Uruguay,Sinovac,122546
Uruguay,Oxford/AstraZeneca,6
Uruguay,Pfizer/BioNTech,65
Uruguay,Sinovac,147720
Uruguay,Oxford/AstraZeneca,8
Uruguay,Pfizer/BioNTech,73
Uruguay,Sinovac,170124
Uruguay,Oxford/AstraZeneca,8
Uruguay,Pfizer/BioNTech,21981
Uruguay,Sinovac,170928
Uruguay,Oxford/AstraZeneca,9
Uruguay,Pfizer/BioNTech,32311
Uruguay,Sinovac,171016
Uruguay,Oxford/AstraZeneca,9
Uruguay,Pfizer/BioNTech,32311
Uruguay,Sinovac,171017
Uruguay,Oxford/AstraZeneca,9
Uruguay,Pfizer/BioNTech,38548
Uruguay,Sinovac,176041
Uruguay,Oxford/AstraZeneca,9
Uruguay,Pfizer/BioNTech,40563
Uruguay,Sinovac,180690
Uruguay,Oxford/AstraZeneca,9
Uruguay,Pfizer/BioNTech,42019
Uruguay,Sinovac,187122
Uruguay,Oxford/AstraZeneca,10
Uruguay,Pfizer/BioNTech,42245
Uruguay,Sinovac,223415
Uruguay,Oxford/AstraZeneca,37
Uruguay,Pfizer/BioNTech,42344
Uruguay,Sinovac,259588
Uruguay,Oxford/AstraZeneca,40
Uruguay,Pfizer/BioNTech,42375
Uruguay,Sinovac,272042
Uruguay,Oxford/AstraZeneca,40
Uruguay,Pfizer/BioNTech,42388
Uruguay,Sinovac,272049
Uruguay,Oxford/AstraZeneca,41
Uruguay,Pfizer/BioNTech,60326
Uruguay,Sinovac,292782
Uruguay,Oxford/AstraZeneca,41
Uruguay,Pfizer/BioNTech,76739
Uruguay,Sinovac,312771
Uruguay,Oxford/AstraZeneca,41
Uruguay,Pfizer/BioNTech,87218
Uruguay,Sinovac,337649
Uruguay,Oxford/AstraZeneca,41
Uruguay,Pfizer/BioNTech,96350
Uruguay,Sinovac,371956
Uruguay,Oxford/AstraZeneca,42
Uruguay,Pfizer/BioNTech,105026
Uruguay,Sinovac,404421
Uruguay,Oxford/AstraZeneca,43
Uruguay,Pfizer/BioNTech,108312
Uruguay,Sinovac,414290
Uruguay,Oxford/AstraZeneca,43
Uruguay,Pfizer/BioNTech,108316
Uruguay,Sinovac,414294
Uruguay,Oxford/AstraZeneca,47
Uruguay,Pfizer/BioNTech,117082
Uruguay,Sinovac,459793
Uruguay,Oxford/AstraZeneca,47
Uruguay,Pfizer/BioNTech,125836
Uruguay,Sinovac,503125
Uruguay,Oxford/AstraZeneca,47
Uruguay,Pfizer/BioNTech,134341
Uruguay,Sinovac,552504
Uruguay,Oxford/AstraZeneca,48
Uruguay,Pfizer/BioNTech,143077
Uruguay,Sinovac,591791
Uruguay,Oxford/AstraZeneca,48
Uruguay,Pfizer/BioNTech,152753
Uruguay,Sinovac,631221
Uruguay,Oxford/AstraZeneca,48
Uruguay,Pfizer/BioNTech,156106
Uruguay,Sinovac,640230
Uruguay,Oxford/AstraZeneca,49
Uruguay,Pfizer/BioNTech,156108
Uruguay,Sinovac,640235
Uruguay,Oxford/AstraZeneca,50
Uruguay,Pfizer/BioNTech,156815
Uruguay,Sinovac,677838
Uruguay,Oxford/AstraZeneca,51
Uruguay,Pfizer/BioNTech,157481
Uruguay,Sinovac,721271
Uruguay,Oxford/AstraZeneca,63
Uruguay,Pfizer/BioNTech,157496
Uruguay,Sinovac,767371
Uruguay,Oxford/AstraZeneca,63
Uruguay,Pfizer/BioNTech,157520
Uruguay,Sinovac,816082
Uruguay,Oxford/AstraZeneca,64
Uruguay,Pfizer/BioNTech,186669
Uruguay,Sinovac,826692
Uruguay,Oxford/AstraZeneca,64
Uruguay,Pfizer/BioNTech,210041
Uruguay,Sinovac,830342
Uruguay,Oxford/AstraZeneca,66
Uruguay,Pfizer/BioNTech,210043
Uruguay,Sinovac,830704
Uruguay,Oxford/AstraZeneca,68
Uruguay,Pfizer/BioNTech,220810
Uruguay,Sinovac,873112
Uruguay,Oxford/AstraZeneca,71
Uruguay,Pfizer/BioNTech,233505
Uruguay,Sinovac,917634
Uruguay,Oxford/AstraZeneca,74
Uruguay,Pfizer/BioNTech,245817
Uruguay,Sinovac,963017
Uruguay,Oxford/AstraZeneca,87
Uruguay,Pfizer/BioNTech,256996
Uruguay,Sinovac,1015475
Uruguay,Oxford/AstraZeneca,107
Uruguay,Pfizer/BioNTech,267939
Uruguay,Sinovac,1067291
Uruguay,Oxford/AstraZeneca,19366
Uruguay,Pfizer/BioNTech,271596
Uruguay,Sinovac,1079701
Uruguay,Oxford/AstraZeneca,34975
Uruguay,Pfizer/BioNTech,271920
Uruguay,Sinovac,1079904
Uruguay,Oxford/AstraZeneca,35874
Uruguay,Pfizer/BioNTech,287679
Uruguay,Sinovac,1102103
Uruguay,Oxford/AstraZeneca,36475
Uruguay,Pfizer/BioNTech,307756
Uruguay,Sinovac,1127122
Uruguay,Oxford/AstraZeneca,37398
Uruguay,Pfizer/BioNTech,325234
Uruguay,Sinovac,1155277
Uruguay,Oxford/AstraZeneca,38240
Uruguay,Pfizer/BioNTech,337804
Uruguay,Sinovac,1193021
Uruguay,Oxford/AstraZeneca,39096
Uruguay,Pfizer/BioNTech,353149
Uruguay,Sinovac,1227956
Uruguay,Oxford/AstraZeneca,39613
Uruguay,Pfizer/BioNTech,362814
Uruguay,Sinovac,1240088
Uruguay,Oxford/AstraZeneca,39615
Uruguay,Pfizer/BioNTech,362821
Uruguay,Sinovac,1240596
Uruguay,Oxford/AstraZeneca,40437
Uruguay,Pfizer/BioNTech,376226
Uruguay,Sinovac,1271594
Uruguay,Oxford/AstraZeneca,41013
Uruguay,Pfizer/BioNTech,389216
Uruguay,Sinovac,1303012
Uruguay,Oxford/AstraZeneca,41567
Uruguay,Pfizer/BioNTech,402614
Uruguay,Sinovac,1333353
Uruguay,Oxford/AstraZeneca,42168
Uruguay,Pfizer/BioNTech,415908
Uruguay,Sinovac,1365601
Uruguay,Oxford/AstraZeneca,42742
Uruguay,Pfizer/BioNTech,430526
Uruguay,Sinovac,1398204
Uruguay,Oxford/AstraZeneca,42744
Uruguay,Pfizer/BioNTech,430562
Uruguay,Sinovac,1398220
Uruguay,Oxford/AstraZeneca,42744
Uruguay,Pfizer/BioNTech,430578
Uruguay,Sinovac,1398385
Uruguay,Oxford/AstraZeneca,42802
Uruguay,Pfizer/BioNTech,444324
Uruguay,Sinovac,1417185
Uruguay,Oxford/AstraZeneca,42871
Uruguay,Pfizer/BioNTech,456816
Uruguay,Sinovac,1438605
Uruguay,Oxford/AstraZeneca,43012
Uruguay,Pfizer/BioNTech,467101
Uruguay,Sinovac,1460608
Uruguay,Oxford/AstraZeneca,43065
Uruguay,Pfizer/BioNTech,476305
